title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
[MEGA RAYA] JOVI MATTEO 斜挎包 - 高级男士斜挎包 | 6 个月保修 | 涂层帆布和超细纤维,黑色单色项链 + 礼盒,85,https://cf.shopee.com.my/file/my-11134207-820l4-mh1m5bwzdez3ea,http://shopee.com.my/product/109536953/26561623773,男士包袋,斜挎包和单肩包,IVCN202603180600,139450962951,https://detail.1688.com/offer/847347791362.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i29&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,26561623773,85,,5
[MEGA RAYA] JOVI MATTEO 斜挎包 - 高级男士斜挎包 | 6 个月保修 | 涂层帆布和超细纤维,LITE 全黑款，含链条和礼盒,85,https://cf.shopee.com.my/file/my-11134207-820l6-mfak910zdmvf1a,http://shopee.com.my/product/109536953/26561623773,男士包袋,斜挎包和单肩包,IVCN202603180600,169053141165,https://detail.1688.com/offer/847347791362.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i29&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,26561623773,85,,5
[MEGA RAYA] JOVI MATTEO 斜挎包 - 高级男士斜挎包 | 6 个月保修 | 涂层帆布和超细纤维,Trecci 黑色链条 + 礼盒,85,https://cf.shopee.com.my/file/my-11134207-820l8-mh1m5ojszrwu89,http://shopee.com.my/product/109536953/26561623773,男士包袋,斜挎包和单肩包,IVCN202603180600,281868056731,https://detail.1688.com/offer/847347791362.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i29&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,26561623773,85,,5
[MEGA RAYA] JOVI MATTEO 斜挎包 - 高级男士斜挎包 | 6 个月保修 | 涂层帆布和超细纤维,LITE Trecci 黑色链条 + 礼盒,85,https://cf.shopee.com.my/file/my-11134207-820lh-mfak98zrnpjj2b,http://shopee.com.my/product/109536953/26561623773,男士包袋,斜挎包和单肩包,IVCN202603180600,291624397457,https://detail.1688.com/offer/847347791362.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i29&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,26561623773,85,,5
[MEGA RAYA] JOVI MATTEO 斜挎包 - 高级男士斜挎包 | 6 个月保修 | 涂层帆布和超细纤维,全黑链条 + 礼盒,85,https://cf.shopee.com.my/file/my-11134207-820l6-mh1m5hhdq5n339,http://shopee.com.my/product/109536953/26561623773,男士包袋,斜挎包和单肩包,IVCN202603180600,306692844062,https://detail.1688.com/offer/847347791362.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i29&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,26561623773,85,,5
MB 皮革单肩包，专为焊工、水管工、锅炉工设计，经久耐用，适合工作。,瓦,35,https://cf.shopee.com.br/file/sg-11134201-22100-971ljmfub9hv31,http://shopee.com.br/product/727187027/18151682507,男士包袋,腰包和胸包,IVCN202603180606,189607079285,https://detail.1688.com/offer/903880946666.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P2,03-18发布,18151682507,35,,2
MB 皮革单肩包，专为焊工、水管工、锅炉工设计，经久耐用，适合工作。,暗海狸,35,https://cf.shopee.com.br/file/sg-11134201-22100-di1fcuctb9hv2d,http://shopee.com.br/product/727187027/18151682507,男士包袋,腰包和胸包,IVCN202603180606,189607079292,https://detail.1688.com/offer/903880946666.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P2,03-18发布,18151682507,35,,2
USAGI [改良版] 腰包/腰带包 特大号 男女通用 Cordura 面料 可调节长度,中号尺寸：27x16厘米,5.5,https://cf.shopee.ph/file/77a9022af410dd3b9f35ba0e202618a9,http://shopee.ph/product/428606700/14933437417,男士包袋,腰包和胸包,IVCN202603180609,86916662927,https://detail.1688.com/offer/773451738856.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717606916038708485e107e&token=3hJnRQb5LXVlSPiFwsF7ihGInL8JvYLgpXSJRvWnevYlDICwnYNuhtNfsta8u2E5,P2,03-18发布,14933437417,5.5,,1
Leonardo 男士真皮钱包，Henry Swift 真皮钱包，柔软光滑的对折设计，多个隔层方便文件存放。,站立,6.18,https://cf.shopee.vn/file/vn-11134207-820l4-mhz0xygpughs84,http://shopee.vn/product/102568210/9413752060,男士包袋,钱包,IVCN202603180611,405264493522,https://detail.1688.com/offer/653273741341.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417689843534666527e11be&token=pHS4h%2F5v66FUO0Ph6F6HF3yS5CJKNVjoxTBb6qEW7b9njdJ1A1yAPTqwB8vQ5Aod,P2,03-18发布,9413752060,6.18,,1
可折叠旅行包，容量60-180升，防水，大容量，适用于托运行李，适合装衣物。,3400 的容量为 180 升。,29.91,https://cf.shopee.co.th/file/th-11134207-81zti-mfvv0mp3hwy294,http://shopee.co.th/product/1650690708/41074319987,旅行与行李,旅行包,IVCN202603180613,244030198595,https://detail.1688.com/offer/646968914958.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,41074319987,29.91,,2
可折叠旅行包，容量60-180升，防水，大容量，适用于托运行李，适合装衣物。,28 英寸，容量 120 升。,26.18,https://cf.shopee.co.th/file/th-11134207-81ztp-migrh05eujgm23,http://shopee.co.th/product/1650690708/41074319987,旅行与行李,旅行包,IVCN202603180613,355322791035,https://detail.1688.com/offer/646968914958.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,41074319987,29.91,,2
RAVEN 男士钱包，进口蜡光牛皮，经久耐用，越用越亮丽，BTLUXURY 品牌男士真皮钱包,竖款钱包 - 棕色,22,https://cf.shopee.vn/file/vn-11134207-7r98o-lxpjgq32ec494a,http://shopee.vn/product/314412045/27700295788,男士包袋,钱包,IVCN202603180616,251195457734,https://detail.1688.com/offer/853416554089.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A210702e017710573961001057e0de0&token=6HUMbKpd76OnYDoLsXXaC3EOtlZCP1W3aqRogY3An5VcKbuXzHWt%2BdQ%2FeKZOAa3v&tracelog=cps&clickid=216025bcdb1c8b659c49829f82cd0266&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B144206896AB5ED60D5742AF1DDAA5DB845496BD365B316D25B0FAC8A29C491432348394BC3CC3C62B9992F8828C4BE8927E8527141124FA2F215C059295C05C44E256911359323D31F8E3030DAEC7EB266345EAFC2F01D2805727C497193660556A169CD2AD7FCC10EFC5848F636D37F3B38D08123674A7A6DC9F8FA4A062AE05135FD8128D12CA20%26cbu_cps_trace_flag%3Dwrite,P2,03-18发布,27700295788,22,,1
行李牌 Beg Haji Umrah 旅行 - 挂绳标签 1.5 英寸 38 毫米,姓名+电话+旗帜，​​金黄色,3,https://cf.shopee.com.my/file/my-11134207-7rasd-m9u48ccfjwth0d,http://shopee.com.my/product/311031208/42701140666,旅行与行李,旅行配件,IVCN202603180618,300090979681,https://detail.1688.com/offer/621748711306.html?spm=a26352.b28411319.offerlist.6.23e51e62mkWIn5,P2,03-18发布,42701140666,3,,1
OZUKO 大容量防水笔记本电脑男士背包旅行 USB 充电,黑色的,49.72,https://cf.shopee.com.my/file/170629944467f4c826934d9f27d056c1,http://shopee.com.my/product/341465454/7191241749,男士包袋,笔记本电脑包,IVCN202603180620,82616232121,https://detail.1688.com/offer/643778988611.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,7191241749,52.15,,4
OZUKO 大容量防水笔记本电脑男士背包旅行 USB 充电,蓝色的,52.15,https://cf.shopee.com.my/file/0761b73cb65ca25372497e8a9cef2777,http://shopee.com.my/product/341465454/7191241749,男士包袋,笔记本电脑包,IVCN202603180620,82616232122,https://detail.1688.com/offer/643778988611.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,7191241749,52.15,,4
OZUKO 大容量防水笔记本电脑男士背包旅行 USB 充电,灰色的,50.44,https://cf.shopee.com.my/file/0f6b3e2ee8e0e9059b38fdee4a3a4e63,http://shopee.com.my/product/341465454/7191241749,男士包袋,笔记本电脑包,IVCN202603180620,82616232123,https://detail.1688.com/offer/643778988611.html?spm=a26352.b28411319.offerlist.5.798f1e62KEpVgr&cosite=-&tracelog=p4p&_p_isad=1&clickid=846fb2033e484b9d82a56e1d371a6c33&sessionid=678a070e553d8d7b517df476fa4567eb,P2,03-18发布,7191241749,52.15,,4
OZUKO 大容量防水笔记本电脑男士背包旅行 USB 充电,伪装,50.99,https://cf.shopee.com.my/file/b1272067b55976fd09a05de8759bfea6,http://shopee.com.my/product/341465454/7191241749,男士包袋,笔记本电脑包,IVCN202603180620,82616232124,https://detail.1688.com/offer/643778988611.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,7191241749,52.15,,4
U型旅行护颈枕，便携多功能护颈枕,天蓝色（储物盒）,10.63,https://cf.shopee.com.my/file/cn-11134207-820l4-mfxls31favbj43,http://shopee.com.my/product/1562707761/42418560301,旅行与行李,旅行配件,IVCN202603180625,216316518816,https://detail.1688.com/offer/944293605925.html?spm=a26352.b28411319/2508.0.0,P2,03-18发布,42418560301,16.88,,2
U型旅行护颈枕，便携多功能护颈枕,深蓝色（收纳盒）,16.88,https://cf.shopee.com.my/file/sg-11134201-824gd-me9ryyq598g4fa,http://shopee.com.my/product/1562707761/42418560301,旅行与行李,旅行配件,IVCN202603180625,228086168992,https://detail.1688.com/offer/944293605925.html?spm=a26352.b28411319/2508.0.0,P2,03-18发布,42418560301,16.88,,2
Tomtoc Navigator T66 旅行笔记本电脑背包，40L 容量。,黑色的,99,https://cf.shopee.co.th/file/th-11134275-7rasc-m7q8158te7rrca,http://shopee.co.th/product/1257317311/26680649183,男士包袋,背包,IVCN202603180628,188344762385,https://detail.1688.com/offer/896254885648.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i15&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,26680649183,99,,1
【礼盒装】Polo Louie 男士奢华真皮短款对折钱包 ID 卡包 Dompet Kulit Lelaki,黑色的,6.2,https://cf.shopee.com.my/file/8eed03ea92b22cb85c0030cab2be8809,http://shopee.com.my/product/86018414/10825810800,男士包袋,钱包,IVCN202603180630,36921762585,https://detail.1688.com/offer/805830268774.html?spm=a26352.b28411319.offerlist.6.3a7d1e62jFjyUt,P2,03-18发布,10825810800,17.2,,2
【礼盒装】Polo Louie 男士奢华真皮短款对折钱包 ID 卡包 Dompet Kulit Lelaki,深棕色,17.2,https://cf.shopee.com.my/file/4e397855506a3b28383ac45c65789a58,http://shopee.com.my/product/86018414/10825810800,男士包袋,钱包,IVCN202603180630,36921762586,https://detail.1688.com/offer/821211078621.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,10825810800,17.2,,2
健身、训练及生活方式运动包 女士 黑色 IP2253,黑色，NS INT,28,https://cf.shopee.ph/file/sg-11134201-7rdxe-mcmsw1wqv2tcbc,http://shopee.ph/product/319506484/27801210853,旅行与行李,旅行包,IVCN202603180633,195133626469,品牌侵权,P2,03-18发布,27801210853,28,,1
超薄真皮钱包，带卡槽，可装身份证、驾驶证、信用卡和钞票。,棕色的,7.65,https://cf.shopee.com.br/file/br-11134207-7r98o-lniodd7ooerz78,http://shopee.com.br/product/829755133/17891606424,男士包袋,钱包,IVCN202603180635,193612689919,https://detail.1688.com/offer/912204879964.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,17891606424,8.61,,2
超薄真皮钱包，带卡槽，可装身份证、驾驶证、信用卡和钞票。,拂,8.61,https://cf.shopee.com.br/file/br-11134207-7r98o-lniodipsmi1b46,http://shopee.com.br/product/829755133/17891606424,男士包袋,钱包,IVCN202603180635,193612689920,https://detail.1688.com/offer/576611328040.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P2,03-18发布,17891606424,8.61,,2
男士钱包，优质真皮，全套豪华钱包，带文件袋和零钱包，Tripari 豪华真皮钱包。,所以,11,https://cf.shopee.com.br/file/br-11134207-81ztc-mj1mvbhz9dkz94,http://shopee.com.br/product/405557692/57004078757,男士包袋,钱包,IVCN202603180638,302307417571,https://detail.1688.com/offer/944141542664.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i25&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,57004078757,11,,1
URTHE - RORDOR 背包，尼龙背包。,（BG）黑色,45,https://cf.shopee.co.th/file/th-11134207-7r98r-lwo41kjb3emnd8,http://shopee.co.th/product/217019572/24251806758,男士包袋,背包,IVCN202603180640,245047100191,https://detail.1688.com/offer/930843899679.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i41&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,24251806758,45,,1
RUDEDOG 出品的优质尼龙包 - “STROM” 系列。,U（都市套装），黑色,23,https://cf.shopee.co.th/file/th-11134207-7ra0h-mcxe3ls3mn7k9d,http://shopee.co.th/product/100182303/41811282273,男士包袋,斜挎包和单肩包,IVCN202603180642,224393200206,https://detail.1688.com/offer/751478165465.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i18&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,41811282273,23,,2
RUDEDOG 出品的优质尼龙包 - “STROM” 系列。,O（臭氧袋），黑色,16.2,https://cf.shopee.co.th/file/th-11134207-81zto-mfninewcipzc91,http://shopee.co.th/product/100182303/41811282273,男士包袋,斜挎包和单肩包,IVCN202603180642,271908489724,https://detail.1688.com/offer/939572220970.html?spm=a26352.b28411319.offerlist.18.3e801e62whvc2B&cosite=-&tracelog=p4p&_p_isad=1&clickid=3036be54f4934ef0bb7ba7bbbac4b8a2&sessionid=abe0115717bd08bb45f891b4e756b400,P2,03-18发布,41811282273,23,,2
BASH 一流分层组织器,燕麦,18.38,https://cf.shopee.ph/file/ph-11134207-81ztk-mi1cm6o6jocibe,http://shopee.ph/product/1088430172/22861253473,旅行与行李,旅行配件,IVCN202603180645,232290468634,https://detail.1688.com/offer/902525792507.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,22861253473,18.38,,3
BASH 一流分层组织器,黑色电影,18.38,https://cf.shopee.ph/file/ph-11134207-81ztj-mi1cm7u3jncy95,http://shopee.ph/product/1088430172/22861253473,旅行与行李,旅行配件,IVCN202603180645,232290468635,https://detail.1688.com/offer/902525792507.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,22861253473,18.38,,3
BASH 一流分层组织器,沙,18.38,https://cf.shopee.ph/file/ph-11134207-81ztl-mi1cm9p1d3ia05,http://shopee.ph/product/1088430172/22861253473,旅行与行李,旅行配件,IVCN202603180645,232290468636,https://detail.1688.com/offer/902525792507.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,22861253473,18.38,,3
Tigernu 81166 时尚多口袋男士三合一斜挎包 时尚胸包 轻便腰包,绿+黑,26.33,https://cf.shopee.ph/file/cn-11134207-7ras8-md1j62usyjdo52,http://shopee.ph/product/162166014/43111587034,男士包袋,腰包和胸包,IVCN202603180649,300972046715,https://detail.1688.com/offer/955515474538.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i22&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,43111587034,26.33,,1
50个透明液体采样瓶，便携式旅行采样瓶，铝盖，可重复灌装，50毫升,50毫升-50个,8,https://cf.shopee.ph/file/ph-11134207-7ras9-ma9juevpml5370,http://shopee.ph/product/1224095515/40202305070,旅行与行李,旅行配件,IVCN202603180651,280188327134,https://detail.1688.com/offer/651570828168.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,40202305070,8,,1
Kabohut 17英寸笔记本电脑背包：大容量、多功能、防水,标准版 - 牛津布,47,https://cf.shopee.vn/file/cn-11134207-7ras8-maqebbtdunlp2e,http://shopee.vn/product/953509919/23742364784,男士包袋,笔记本电脑包,IVCN202603180653,177654204243,https://detail.1688.com/offer/773051807427.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,23742364784,52,,4
Kabohut 17英寸笔记本电脑背包：大容量、多功能、防水,升级版 - 白色PU,52,https://cf.shopee.vn/file/cn-11134207-7ras8-m76mddshabksf0,http://shopee.vn/product/953509919/23742364784,男士包袋,笔记本电脑包,IVCN202603180653,222853263100,https://detail.1688.com/offer/745356553932.html?spm=a26352.b28411319.offerlist.15.296b1e62L1E9R4,P2,03-18发布,23742364784,52,,4
Kabohut 17英寸笔记本电脑背包：大容量、多功能、防水,升级版 - 黑色牛津布,52,https://cf.shopee.vn/file/cn-11134207-7ras8-m76mgagg4cv05f,http://shopee.vn/product/953509919/23742364784,男士包袋,笔记本电脑包,IVCN202603180653,222853263101,https://detail.1688.com/offer/745356553932.html?spm=a26352.b28411319.offerlist.15.296b1e62L1E9R4,P2,03-18发布,23742364784,52,,4
Kabohut 17英寸笔记本电脑背包：大容量、多功能、防水,升级版 - 蓝色牛津布,47,https://cf.shopee.vn/file/cn-11134207-820l4-mgc5d9vlh2iy90,http://shopee.vn/product/953509919/23742364784,男士包袋,笔记本电脑包,IVCN202603180653,330022688302,https://detail.1688.com/offer/773051807427.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i8&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,23742364784,52,,4
T60 背包，防水耐用健身包,所以,7.34,https://cf.shopee.com.br/file/br-11134207-7qukw-lfwref5kw0and5,http://shopee.com.br/product/377126536/4080164366,旅行与行李,旅行包,IVCN202603180658,93887050777,https://detail.1688.com/offer/885803574157.html?fromkv=cbuPcPlugin:imageSearchDrawer&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,4080164366,7.34,,1
BASH Gateway Weekender 旅行包（鼠尾草色）,迷你周末游,61.8,https://cf.shopee.ph/file/ph-11134207-81ztd-mi1cryqx2gaub5,http://shopee.ph/product/1088430172/28113785897,旅行与行李,旅行包,IVCN202603180660,176726509689,"https://detail.1688.com/offer/705241255695.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/823189646938.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=322a96dc79c24a9991efa9a905216d59&sessionid=5612be66a3a7fe050bb9a824e477a99b",P2,03-18发布,28113785897,63.8,,2
BASH Gateway Weekender 旅行包（鼠尾草色）,大型周末旅行,63.8,https://cf.shopee.ph/file/ph-11134207-81ztd-mi1cryqx2gaub5,http://shopee.ph/product/1088430172/28113785897,旅行与行李,旅行包,IVCN202603180660,176726509690,"https://detail.1688.com/offer/705241255695.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/823189646938.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=322a96dc79c24a9991efa9a905216d59&sessionid=5612be66a3a7fe050bb9a824e477a99b",P2,03-18发布,28113785897,63.8,,2
墨西哥牛皮男士钱包 - 高级现金钱包，附赠礼盒 - Alpha Vip3,如图所示，黑色墨西哥横条纹。,1.8,https://cf.shopee.vn/file/vn-11134207-7r98o-llbkoqmx6dhk40,http://shopee.vn/product/849252686/19947172435,男士包袋,钱包,IVCN202603180663,192382308838,https://detail.1688.com/offer/610826265685.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17639749365654790e0de2&token=GqnUPYeigvqR17WwX1CYPdiAhnyBxxkBD9dKRWP4IBEmGNN1PXXZEr%2Bu78CcqF9T,P2,03-18发布,19947172435,1.8,,1
BJIAX 防水轻便男士 USB 充电背包,黑色-大号,38.58,https://cf.shopee.com.my/file/cn-11134207-7r98o-ltewqgiev5bh55,http://shopee.com.my/product/915869478/23711537331,男士包袋,笔记本电脑包,IVCN202603180665,127269993505,https://detail.1688.com/offer/787341497091.html?spm=a26352.b28411319.offerlist.6.77a91e62FwhCaF&cosite=-&tracelog=p4p&_p_isad=1&clickid=527926f0e55e4fed863a073b6fb927a9&sessionid=NeQWp25Q4ZfzGKJRmnZjhDXf4GCnYmntjkE1741085922264&version=0,P2,03-18发布,23711537331,38.58,,1
二合一男女通用旅行包 – 可作登机箱 + 西装/连衣裙收纳袋，防水,所以,46,https://cf.shopee.com.br/file/sg-11134201-824h4-mdwh3st4sphd40,http://shopee.com.br/product/916652740/23794342344,旅行与行李,旅行包,IVCN202603180667,228789948803,https://detail.1688.com/offer/983630435076.html?spm=a26352.b28411319/2508.0.0,P2,03-18发布,23794342344,46,,4
二合一男女通用旅行包 – 可作登机箱 + 西装/连衣裙收纳袋，防水,罗莎,46,https://cf.shopee.com.br/file/sg-11134201-824jl-mdwh3v7uwao1dd,http://shopee.com.br/product/916652740/23794342344,旅行与行李,旅行包,IVCN202603180667,228789948804,https://detail.1688.com/offer/983630435076.html?spm=a26352.b28411319/2508.0.0,P2,03-18发布,23794342344,46,,4
二合一男女通用旅行包 – 可作登机箱 + 西装/连衣裙收纳袋，防水,渴望,46,https://cf.shopee.com.br/file/sg-11134201-824ic-mdwh3xa8f56qbe,http://shopee.com.br/product/916652740/23794342344,旅行与行李,旅行包,IVCN202603180667,228789948805,https://detail.1688.com/offer/983630435076.html?spm=a26352.b28411319/2508.0.0,P2,03-18发布,23794342344,46,,4
二合一男女通用旅行包 – 可作登机箱 + 西装/连衣裙收纳袋，防水,随机的,46,https://cf.shopee.com.br/file/sg-11134201-824j2-mdwh40e2yubo02,http://shopee.com.br/product/916652740/23794342344,旅行与行李,旅行包,IVCN202603180667,228789948806,https://detail.1688.com/offer/983630435076.html?spm=a26352.b28411319/2508.0.0,P2,03-18发布,23794342344,46,,4
世界旅行者电子秤,南瓜香料,8.9,https://cf.shopee.ph/file/ph-11134201-7ras9-m36lgquh69yy61,http://shopee.ph/product/745390132/28819222295,旅行与行李,旅行配件,IVCN202603180672,370100081890,https://detail.1688.com/offer/981177017631.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,28819222295,8.9,,2
世界旅行者电子秤,黄色的,8.9,https://cf.shopee.ph/file/ph-11134207-81ztc-mgw056m3pu6k40,http://shopee.ph/product/745390132/28819222295,旅行与行李,旅行配件,IVCN202603180672,375100090185,https://detail.1688.com/offer/981177017631.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P2,03-18发布,28819222295,8.9,,2
MacBook 充电保护套、迷你充电器收纳袋、相机包、迷你相机旅行包、Magic Mouse 防水保护套、移动电源、充电线。,矩形 + 黑色,6,https://cf.shopee.co.th/file/cn-11134207-7r98o-lziqfuo56u0j4a,http://shopee.co.th/product/1292631837/28468138956,旅行与行李,旅行配件,IVCN202603180675,99048351741,https://detail.1688.com/offer/956285467695.html?spm=a26352.b28411319/2508.0.0,P2,03-18发布,28468138956,6,,1
钱包，男士钱包，高品质柔软皮革钱包，设计时尚，新款潮流。,黑色 -- hk022,6.56,https://cf.shopee.co.th/file/1536269000deda9ce863623b93a3cff4,http://shopee.co.th/product/124012460/4278752224,男士包袋,钱包,IVCN202603180677,24262615931,https://detail.1688.com/offer/603043309354.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P2,03-18发布,4278752224,6.56,,1
男士真皮斜挎包 - Jackson 包 - BARAS VIETNAM - 时尚斜挎包,男士真皮斜挎包 - Jackson 包 - BARAS VIETNAM - 时尚斜挎包,25.13,https://cf.shopee.vn/file/vn-11134207-81ztc-ml4n3h6yl0jw37,http://shopee.vn/product/423697084/22579567241,男士包袋,斜挎包和单肩包,IVCN202603180679,138734594006,https://detail.1688.com/offer/809020851128.html,P2,03-18发布,22579567241,25.13,,1
高品质PU皮革鳄鱼纹钱包，经典款式，男士必备。,Q09-H,3,https://cf.shopee.co.th/file/th-11134207-7rask-m77r69doesf7b0,http://shopee.co.th/product/324797707/29829166693,男士包袋,钱包,IVCN202603180681,215867454271,https://detail.1688.com/offer/647111018828.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P2,03-18发布,29829166693,3,,1
